text,true_class,predicted_class,confidence,text_length,word_count
"﻿विद्यालयसम्बन्धी अभिलेख उपलब्ध गराउन आग्रह काठमाडौं - काठमाडौं महानगरपालिका, शिक्षा विभागले ‘शिक्षा विकास तथा समन्वय एकाइ कार्यालय’ काठमाडौँलाई विद्यालय व्यवस्थापनसम्बन्धी अभिलेख हस्तान्तरण गर्न आग्रह गरेको छ । विभागका प्रमुख प्रल्हाद अर्यालले एकाइ कार्यालयलाई पत्र पठाउँदै काममा सहज बनाइदिनका लागि विद्यालयका व्यवस्थापनसम्बन्धी सबै अभिलेख हस्तान्तरण गर्न आग्रह गरेका छन् । उहाँले जिल्लाको माध्यमिकसम्मको शिक्षाको काम संविधानअनुसार स्थानीय तहमा गर्ने भएकाले अहिलेसम्म कुनै अभिलेख नआउँदा काम गर्न समस्या परेको बताए । उनले पटक पटक तत्कालीन जिल्ला शिक्षा कार्यालयसँग अनुरोध गर्दा पनि हस्तान्तरण नगरेकाले पुनः एकाइ कार्यालयमा रुपान्तरण भएको कार्यालयलाई हस्तान्तरण गर्नका लागि पत्र लेखिएको जानकारी दिए । “हामीलाई संविधानले माध्यमिक तहसम्मको काम गर्ने अधिकार दिएको छ”, उनले भने, “तर अभिलेख नहुँदा काममा समस्या परेको छ ।” यस्तै उपसचिव अर्यालले महानगरमा भवन अभाव भएकाले एकाइ कार्यालयमा नै कार्यालय स्थापना गर्नका लागि कोठासहित आवश्यक फर्निचर उपलब्ध गराउन आग्रह गरेका छन् ।",Education,Society,0.8893354,965,137
"﻿विराटनगर, असोज २२ - चाडपर्वसँगै विराटनगर बजारमा तरकारीको मूल्यमा दोब्बर वृद्धि भएको छ । विराटनगर बजारमा खपत हुने अधिकांश तरकारी मोरङको पूर्वी र दक्षिणी क्षेत्रका साथै सुनसरीको देवानगञ्जबाट आउने गर्दछ तर उक्त क्षेत्रमा भदौ महिनामा आएको बाढीले खेती डुबानमा परेपछि तरकारीको उत्पादनमा कमी भई यसको मूल्यमा वृद्धि भएको हो । कम उत्पादनका कारण उपभोक्ता दोब्बर मूल्यमा तरकारी किन्न बाध्य भएका छन् । एकातिर तरकारीखेती हुने क्षेत्र डुबानमा परेपछि उत्पादनमा कमी आएको र अर्कोतिर विराटनगरको सीमावर्ती क्षेत्र जोगबनीस्थित मीरगञ्जमा पुल भत्केकाले आयातमा आएको कमीका कारण तरकारीको मूल्य वृद्धि भएको तरकारी व्यापारी बताए । नेपालको पहाडी क्षेत्र र भारतबाट आयात गरेर व्यावसायीले विराटनगर बजारमा तरकारीको आपूर्ति गर्दै आएको छ । बाढी आउनुअघि प्रतिकिलो रु २५ पर्ने प्याज अहिले रु ५० छ भने रु ३० पर्ने आलु रु ६० पुगेको छ । यस्तै रु ४० प्रतिकिलो पर्ने गोलभेँडा रु ६० देखि ७०, रु ५० प्रतिकिलो पर्नेे रामतोरिया अहिले रु ८०, प्रतिकिलो रु २५ पर्नेे घिराैंला रु ४० देखि ५० तथा रु ३० प्रतिकिलो पाइने काँक्राको मूल्य अहिले रु ६० पुगेको छ । यस्तै प्रतिकिलो रु २५ पर्ने प्याज अहिले रु ५० मा पुगेको छ भने रु ७० पर्ने फूलकोभी अहिले रु १२५ मा सर्वसाधाराणले खरिद गरिरहेका छन् ।",Society,Economy,0.8853725,1139,195
"﻿जनकपुर- सिरहा, लक्ष्मीपुर पतारी गाउँपालिका–४ निवासी ४० वर्षिया लिलादेवी साह ७ महिने बच्चा चोरेको आरोपमा शनिबार पक्राउ परिन्। चार छोरीकी आमा लिलाले ६ लाख रुपैयाँ खर्चेर भाडाको चोर परिचालन गरी धनुषा, कमला नगरपालिका –३ पर्साबाट सात महिने दूधेबालकलाई चोरेकी थिइन् । बालक चोरेको आरोपमा लीलासँगै सिरहा नगरपालिका –१० नरहियाका ३६ वर्षे दिलिपकुमार मण्डला र धनुषा, कमला नगरपालिका –२ बस्ने ४१ वर्षीय राधाकृष्ण मण्डल पनि पक्राउ परेका छन्। कसरी चोरिए बालक ? सिरहा, लक्ष्मीपुर पतारिकी लीलादेवी चार छोरीकी आमा हुन् । पति वैदेशिक रोजगारीका सिलसिलामा कतारमा छन् । पतिको कमाइ र घरायसी अवस्थाले लिलाको परिवार समाजमा ठिकैको आर्थिक हैसियत राख्छ । तर छोरा नहुँदाको पीडा भने छँदैछ। छोरो जन्माउन उनले धार्मिक अनुष्ठान र धामीझाँक्री चहारे । कुनै सीप नलागेपछि पछिल्लो एक वर्षदेखि ज्यान फालेर छोरा प्राप्ति अभियानमा जुटिरहेकी थिइन् । आफैले जन्माउन नसके नक्कली भए पनि छोरोको भोक मेट्न उनले जतिसुकै मूल्य चुकाउन तयार रहेको निकटस्थले बुझ्न थालेका थिए । करिब साढे आठ महिनाअघि सिरहाका दिलीपकुमार मण्डल र लिलाबीच नक्कली छोराको बन्दोबस्ती गर्ने योजना बन्यो । उनीहरू दुवै दिल्लीतर्फ लागे । दिल्लीको अनाथ आश्रममा सहजै बच्चा पाउने सूचना उनीहरूले पाएका रहेछन् । त्यहाँ पुगेपछि करिब आठ महिनासम्म भएभरको आश्रम चाहारे । तर, कुनै बच्चा पाउने सम्भावना देखेनन्। अन्त्यमा दिल्लीमा भन्दा नेपालमै बच्चा पाउन सजिलो रहेको महसुस गरेर फर्के । सिरहा निवासी दुवैजना जयनगर आइपुगे । सीमावर्ती भारतीय बजार जयनगरबाट सिरहा नजिक भए पनि उनीहरू घर नगएर जनकपुर आइपुगे। गत भदौ अन्तिम साता जनकपुर आइपुगेका उनीहरूले सिरहा नजिकैको तर धनुषा सीमामा पर्ने कमला नगरपालिकाका केही व्यक्तिसँग आफ्नो लक्ष्य सुनाए । दिलीप मण्डलको नजिकको नातामा पर्ने राधाकृष्ण मण्डल तथा दिलीपको सहयोगमा सम्भावित अन्य सहयोगीको पहिचान गरे। सोहीक्रममा भेटेका कमला नगरपालिका –३ पर्साका वीरे भन्ने वीरेन्द्र यादवले तीन लाख रुपैयाँ उपलब्ध गराए बच्चा व्यवस्था गरिदिने भनेपछि लीलाले वीरेलाई साढे दुईलाख दिएका थिए । तर, वीरेले बच्चा ल्याउन सकेनन् । असोज १२ गते राति करिब सवा १२ बजे आफ्नै घरको छतमाथि अन्य छोराछोरीसँगै सुतिरहेको अवस्थामा सुनिताको काखमै सुतिरहेका सात महिने शोबन चोरिए । जिल्ला प्रहरी कार्यालयका एसपी चक्रबहादुर सिंह र घटना अनुसन्धानमा सुरुदेखि सक्रिय खजुरी इलाका प्रहरी कार्यालयका इन्चार्ज इन्स्पेक्टर होमप्रसाद अधिकारीका अनुसार वीरेलगायत गाउँकै केही व्यक्तिले शोबनलाई चोरी लिलालाई सुम्पेका थिए । यसरी भेटियो बालक छोरा हराएको केही मिनेटमै सुनिता ब्यँझिन् । ओछ्यान वरपर छोरा खोजिन्, भेटिनन् । छतबाट झरेको हुनसक्ने शंका लाग्यो । कुनै जनावरले लग्यो कि भन्ने शंका लागेपछ उनी चिच्याउन थालिन् । टोलभरका छरछिमेक जम्मा भए । सबैले सक्दो खोज्ने प्रयास गरे । कतै नभेटेपछि बिहान नहुँदै पीडित परिवार इलाका प्रहरी कार्यालय खजुरी पुग्यो । त्यहाँ औपचारिक उजुरी पनि दियो । तर, प्रहरीले देखाउनुपर्ने जस्तो गम्भिरता देखाएन । छोरा गुमाएकी आमाले छोरा जीवित रहेकोसम्म आशा राखेकी थिइन् । छिमेकी जिल्लाबाट आएर पाल्नकै लागि छोरालाई चोरेका अनुमान लाउन सक्ने कुनै आधार नै थिएन । घटनाको करिब १० दिन बितेपछि उनकै आशंकामा प्रहरीले सोही गाउँका वीरे भन्ने वीरेन्द्र यादवलाई नियन्त्रणमा लिएपछि घटनाको अनुसन्धान साँघुरियो । वीरेकै बयानका आधारमा राधाकृष्ण मण्डल पक्राउ परे पनि उसले केही भनेन । तर, प्रहरीले दिलीप मण्डलबारेमा सुइँको पाए र दिलीप पक्राउ पर्ने बित्तिकै धनुषा एंव सिरहा प्रहरीको संयुक्त टोली लिलाको घरमै पुगेपछि सात महिने शोबनलाई सकुशल आमाको जिम्मा लगाउन सफल भएको धनुषा प्रहरी प्रमुख एसपी सिंहले बताए । अहिले वीरे र शोबनलाई चोर्न मुख्य भूमिका निर्वाह गर्ने धनुषाकै नगराइन नगरपालिका, झिझाका बाला पासमान फरार छन् । सुरुमै पक्राउ परेका वीरेलाई प्रहरीले मिलेमतोमै भगाएको आरोप पीडितपक्षको छ । प्रहरीले भने घटना अनुसन्धानको सुरुवातमा वीरेको स्पष्ट संलग्नता नदेखिएपछि तारेखमा राखेर अनुसन्धान अगाडि बढाएको र पछि सबै खुलेपछि ऊ फरार भएको जनाएको छ ।",Society,Migration,0.87726915,3530,563
"﻿ काठमाडौं, भक्तपुर, ललितपुर, दोलखालगायतका विभिन्न स्थानमा मनाइने इन्द्रजात्रा वर्षा र सहकालका देवता देवराज इन्द्रको पूजा–आराधना गरेर परम्परागत रूपमा नेवारहरूले मनाउने एउटा मत्वपूर्ण जात्रा हो। यसलाई नेवार जाति येंयाः (योसीं) भन्दछन्। यो जात्रामा जति रमाइलो हुन्छ, त्यति नै यसले महत्व पनि बोकेको छ। गुणकामदेवको पालादेखि इन्द्रजात्रा मनाउन थालिए पनि यसमा राखिने इन्द्रध्वजको उत्थान भने राजा प्रतापसिंह शाहले गरेको कुरा इतिहासमा उल्लेख गरिएको छ। भाद्र शुक्ल द्वादशीका दिनदेखि आश्विन कृष्ण चौथ...",Blog,Tourism,0.87534034,493,70
"﻿कास्की/ भारतीय जलस्रोतसचिव शशिशेखर नआएपछि पञ्चेश्वर विकास प्राधिकरणको गभर्निङ काउन्सिलको चौथो बैठक छलफल मात्रै गरेर सकिएको छ । निर्णय पुस्तिका (मान्युट)मा हस्ताक्षरको अधिकारसहित भारतीय जलस्रोत मन्त्रालयका अतिरिक्त सचिव युपी सिंह बैठकमा आएका थिए । तर, प्राधिकरणको विधानले अतिरिक्त सचिवले गभर्निङ काउन्सिलको माइन्युटमा हस्ताक्षर गर्ने अधिकार नदिएको नेपाली पक्षले बताएपछि बैठक छलफलमा मात्रै केन्द्रित भएको हो । बैठकमा नेपालका तर्फबाट ऊर्जासचिव सुमनप्रसाद शर्मा सहभागी थिए । ‘बैठकलाई औपचारिकता नदिई छलफल मात्रै भयो,’ बैठकमा सहभागी एक नेपाली प्रतिनिधिले भने । व्यवस्थापन सम्बन्धमा केन्द्रित रहेर विभिन्न विषयमा छलफलहरू भए पनि कुनै निर्णय नभएको प्राधिकरणका प्रमुख कार्यकारी अधिकृत महेन्द्रबहादुर गुरुङले बताए । बैठकमा भएका छलफललाई आगामी बैठकले निर्णय गर्ने उनले बताए । छलफलमा तीन महिना (आगामी अक्टोबर) भित्रमा आयोजनाको विस्तृत परियोजना प्रतिवेदन (डिपिआर)लाई अन्तिम रूप दिने सहमति भएको छ । भारतीय सरकारी कम्पनी वापकोसले पञ्चेश्वरको डिपिआर तयार गरी प्राधिकरणलाई बुझाइसकेको छ । प्राधिकरणले डिपिआरमाथि सुझाब दिन नेपालको ऊर्जा मन्त्रालय र भारतको जलस्रोत मन्त्रालयमा पठाइसकेको गुरुङले जानकारी दिए ।",Economy,Society,0.86799127,1087,154
"﻿ अरु नेतालाई स्कर्टिङ चाहिन्छ। आफैंलाई भोट हाल्ने जनताबाट असुरक्षा महशुस गर्छन्। मलाई त जनताले बचाए। उनीहरूले नै थाना र अस्पताल ल्याए।’ गुडिरहेको माइक्रोबाट लडेर घाइते भएका पूर्व उपप्रधानमन्त्री चित्रबहादुर केसी बिहीबार साँझ अस्पतालबाट घर फर्किए। अघिल्लो दिन बिहान माइक्रोबाट लडेपछि धेरैले उनलाई ‘निजी गाडी नचढेर यस्तो भयो’ भन्दै गुनासो गरेका थिए। जसले जे भने पनि अझै उनलाई निजी गाडी चढ्ने रहर छैन। ‘मलाई भन्छन्, कहाँ म...",Sports,Blog,0.8679306,423,67
"﻿संयुक्त राज्य अमेरिकाले सोनी पीक्चर्स इन्टरटेनमेन्ट नामको कम्पनी विरुद्ध गरिएको साइबर आक्रमणको जवाफमा उत्तर कोरिया विरुद्ध नयाँ नाकाबन्दी लगाएको छ। राष्ट्रपति बराक ओबामाले शुक्रबार तीनवटा उत्तर कोरियाली संस्था र दश जना विरुद्ध कारवाही गर्ने कार्यकारी आदेशमा हस्ताक्षर गरेका छन्। हाउसले भनेको छ, & यो उत्तर कोरियाको उत्तेजक, अस्थीरतावादी र दमनकारी कारवाहीको जवाफ हो। & उत्तर कोरियाको आणविक कार्यक्रमका कारण उत्तर कोरियामाथि लगाइएको अमेरिकी नाकाबन्दी कायमै छ। तर कुनै अमेरिकी कम्पनीमाथि साइबर आक्रमण हुँदा नाकाबन्दी लगाइएको यो पहिलोपटक हो। वाशिङटनस्थित बीबीसी संवाददाता रजनी विद्यानाथन् भन्छिन् - & व्यंगात्मक सिनेमा &#39;द इन्टरभ्यू पछि वाशिङटन र प्योङयाङबीचको तनावपूर्ण सम्बन्ध थप विग्रिन पुग्यो। राष्ट्रपति ओबामाले नयाँ नाकाबन्दीलाई पहिलो चरण भनेकाले थप कारवाही आउन सक्छ।& व्यंग्यप्रधान चलचित्र द इन्टरभ्यू पछि वाशिङटन र प्योङयाङको सम्बन्ध थप तनावपूर्ण बनेको छ नाकाबन्दी तीनवटक कम्पनी र दशजना व्यक्ति विरुद्ध लगाइएको छ।उत्तर कोरियाको गुप्तचर निकाय, हातहतियार प्रदायक कम्पनी र रक्षा अन्सन्धानलाई सहयोग पुर्याउने संस्था सहित दशजना सरकारी अधिकारीमाथि नाकाबन्दी लगाइएको छ। ह्वाइट हाउसका अधिकारीहरुले सन्चारकर्मीहरुलाई भने - सोनीमा गरिएको &#39;ह्याक&#39; विरुद्ध कारवाही भएपनि नाकाबन्दी गरिएका पात्र या संस्था प्रत्यक्ष संलग्न थिएनन्। तैपनि दक्षिण कोरियाको सुरक्षा उद्योगलाई थप एक्लाउनु नाकाबन्दीको मुख्य लक्ष हो ताकी भविष्यमा साइबर आक्रमण नहोस। एफबीआइ र राष्ट्रपति ओबामाले यस अघि नै उत्तर कोरिया साइबर आक्रमण गरेको विश्वास व्यक्त गरेका थिए। उत्तर कोरियाले ह्याकमा संलग्न भएको अस्वीकार गर्छ र केहि साइबर सुरक्षा विज्ञहरुले पनि त्यसमा शंका व्यक्त गर्छन्। गार्डियन्स अफ पीस भन्ने समुहको नाममा सोनी कम्पनीका इमेल र व्यक्तिगत तथ्यांकहरु सार्वजनिक भएका थिए। सोही समुहले द इन्टरभ्यू नामको व्यंग्यात्मक सिनेमा देखाउन चाहने सिनेमाघरहरुलाई धम्की दिएको थियो।",World,Entertainment,0.8662139,1745,248
"﻿वीगन्जको सडकमा चलचित्रको पर्दाजस्तै तीव्रगतिमा दृश्यहरु फेरिदैछन्। विभिन्न पार्टीका झण्डाधारी कार्यकताहरु एकपछि अर्को गरी सडकमा झुम्मिएका छन्, यहँ आउने आफ्ना ठूला नेतालाई स्वागत गर्न । यो खबर हामीले आजको नागरिक दैनिकबाट लिएका हौ। सडकमा फरक फरक पार्टीका झन्डावाला गाडीमा नेताहरु ओहोरदोहारेर गरिरहेका छन् । मोटरसाइकलको पनि ताती नै लागेको छ । राजनीतिक दलका नेता र मन्त्रीहरु बिहीबारदेखि वीरगन्जमा सुरु भएको पाँचदिने योग विज्ञान शिविरको केन्द्रविन्दु योगगुरु स्वामी रामदेव, बाबाको सान्निध्य प...",Entertainment,Sports,0.86490434,492,71
﻿जिल्लामा बढ्दो बालबिवाह रोक्नका लागि बालबालिकाले साथीलाई चिठी पठाउने अभियान सुरू गरिएको छ। उमेर नपुगी आफ्ना छोराछोरीको बिवाह नगराउन अभिभावकलाई लक्षित गरी बालबालिकाले चेतनामूलक चिठी पठाउन थालेका हुन्। जिल्ला बाल सञ्जालको अगुवाइमा सानै उमेरमा बिवाह नगराइदिने उद्देश्यका साथ यो अभियान सुरू गरिएको हो । बालबिवाहविरुद्ध अभिभावक र बालबालिकालाई सचेत गराउन यस्तो अभियान प्रभावकारी हुने देखिएपछि सुरू गरिएको जिल्ला बाल सञ्जालकी अध्यक्ष सफलता भण्डारीले जानकारी दिइन्। अभियान एक महिनासम्म चल्...,Entertainment,Sports,0.86350864,485,69
﻿नेपाल प्रहरीका प्रमुख प्रहरी महानिरीक्षक उपेन्द्रकान्त अर्यालका छोरा डाक्टर आयुष अर्यालविरुद्ध आफ्नै साथीको हत्या गरेको आरोप लागेको छ । गत शनिबार साँझ साढे ९ बजे पोखरास्थित मणिपाल अस्पतालदेखि २ सय मिटरर नजिकैको एक घरको तेस्रो तल्लाबाट खसेर अस्पतालमा इन्टर्न गरिरहेका डाक्टर अभिनेष ठाकुरको रहस्यमय मृत्यु भएपछि उक्त घटना बाहिर आएको हो । कास्की प्रहरीले सकेसम्म घटना बाहिर ल्याउन चाहेको छैन् । मृतकका पिता स्वास्थ्थ मन्त्रालयको अनुगमन महाशाखा प्रमुख सहसचिव डाक्टर गरिबदास ठाकुरले आफ्नो छोराको हत्या अर्यालका छोरा र उनका साथी प्रतिशा प्रधानको मिलेमतोमा भएको भन्दै किटानी जाहेरी दिएपछि कास्की प्रहरी अप्ठ्यारोमा परेको छ । आर्थिक राष्ट्रिय दैनिकमा समाचार छ ।,Education,Society,0.86240673,654,100
"﻿बाराहीघाटस्थित फेवाताल किनारामा निर्माण भएको रेस्क्यु टावरका कारण दुर्घटनाको क्रम घट्दै गएको छ। टावरबाट सशस्त्र प्रहरीको समूहले निरन्तर रुपमा तालका गतिविधिको निगरानी गरेका कारण पछिल्लो समयमा दुर्घटना न्यूनीकरण गर्न सफल भएको सशस्त्र प्रहरीले जनाएको छ। सशस्त्र प्रहरी बल, मुक्तिनाथ बाहिनीका सहायक बाहिनीपति प्रहरी वरिष्ठ उपरीक्षक कृष्णभक्त कर्माचार्यले टावरबाट दूरबिनमार्फत तालमा निरन्तर निगरानी गरिएको बताउँदै उक्त क्रममा केही घटना देखिए तत्काल डुङ्गामार्फत उद्धार गर्ने गरिएको जानकारी दिए। यसैबीच आजै...",Sports,Entertainment,0.85321504,504,68
"﻿पाल्पा, असोज २२ -रामपुर नगरपालिका – ६ कौवा बस्ने विष्णुदेवी गैरेले दूध बेचेर राम्रो आम्दानी लिइरहनु भएको छ । चारवर्ष अगाडि दुईवटा उन्नत जातका गाई नवलपरासीको कावासोतीबाट ल्याई उनले गाईपालन सुरु गरेका हुन् । अहिले उनलाई गाईपालन व्यवसाय वरदान नै सावित भएको छ । आफूले मासिक रु ६० हजारसम्म दूध बेचेर आम्दानी गर्ने गरेको उनले बताए । आफूले पाएको सफलताबाट उहाँ निकै हर्षित हुनुहुन्छ । दुई चार पैसा आवश्यक परेका बेला ऋण माग्न जाँदा नपत्याउनेका अगाडि अहिले साहसी महिला र सफल व्यवसाय बनेका छन् । 'पैसा भए सबै नभए कोही न कोही भनेझै आम्दानी हुन थालेपछि टाढिएका आफन्त साथीभाइ पनि नजिक हुन थालेका छन्,'उनले भने । अहिले उनकाे फार्ममा झण्डै आठ लाख भन्दा बढी लगानी परेको छ । दूध बेच्ने र गाईको स्याहारसुसार गर्दै उनको दिन बित्ने गरेको छ । यही व्यवसायबाट उहाँको पाँचजना परिवारको गुजारा र दुई छोराको उच्च शिक्षा राम्रैसँग चलेको छ । उनी दैनिक ३० देखि ४० लिटरसम्म दूध बिक्री गर्छन् ।",Society,Economy,0.8504952,862,155
"﻿लन्डन । अन्तर्राष्ट्रिय नेपाली वाङ्मय प्रतिष्ठान (अनेवा) बेलायतद्वारा प्रत्येक वर्ष प्रदान गरिने ‘अनेवा नक्षेत्र पुरस्कार’ यसपटक ‘करोडौं कस्तूरी’ उपन्यासका लागि अमर न्यौपानेलाई प्रदान गरिने भएको छ । ‘सेतो धरती’का लागि मदन पुरस्कार पाइसकेका न्यौपानेको ‘पानीको घाम’ पनि चर्चित छ । प्रतिष्ठान अध्यक्ष विकलचन्द्र आचार्यको अध्यक्षतामा हालै बसेको पुरस्कार छनोट समिति बैठकले यो निर्णय गरेको हो । पुरस्कार समितिमा जयालक्ष्मी राई, नारायण अधिकारी र गोपी सापकोटा छन् । पुरस्कार घोषणाले आफूलाई खुसी तुल्याएको उपन्यासकार न्यौपानेले बताए । अनेवा प्रतिष्ठानले विदेश बसेर पनि नेपाली साहित्यलाई दिएको योगदानलाई उनले प्रशंसा गरे । अनेवा नक्षेत्र पुरस्कार हरेक वर्ष नेपाली भाषा, साहित्य र संस्कृतिमा योगदान पुर्‍याउने नेपाली साहित्यिक स्रष्टालाई प्रदान गरिन्छ । प्रतिष्ठानले यसअघि यो पुरस्कारद्वारा शान्ता चौधरीलाई ‘कमलरीदेखि सभासदसम्म’ पुस्तकका लागि तथा साहित्य र पत्रकारिताको क्षेत्रमा योगदा गरेबापत लेनिन बञ्जाडे र नारायण अमृत तथा राजकुमार दिक्पाललाई सम्मानित गरिसकेको छ । यो पुरस्कारको राशि ६० हजार रूपैयाँ छ। सन् २०१२ मा स्थापित प्रतिष्ठानले स्थापनाकालदेखि नै हरेक वर्ष विशेष साहित्यिक कार्यक्रम गर्दै आएको छ।",Entertainment,Migration,0.84241205,1096,158
"﻿ ३ असोज, काठमाडौं । काठमाडौं उपत्यकामा उदाहरणीय सार्वजनिक यातायात मानिएको साझा यातायातले नयाँ बसहरु भित्र्याएको छ । र, अबको केही दिनमा काठमाडौंको सडकहरुमा यो बस गुड्नेछ । काठमाडौं महानगरपालिकालाई १० करोडको शेयर बेचेर साझा यातायातले ३० वटा नयाँ बस किनेको छ । जसमध्ये १५ भन्दा बढी काठमाडौं आइसकेका छन् भने बाँकी वीरगञ्जबाट भन्सार पास भएर आउने क्रममा छन् । अपांगमैत्री र आरामदायी बसमा दुईवटा ढोका छन् र दुबै फराकिला छन् । बसको पछिल्लो भागको ढोकाबाट ह्वील चियर प्रयोगकर्ताहरु सजिलै बस चढ्न र ओर्लन सक्नेछन् । त्यसका लागि म्यानुअल लिफ्टको सुविधा उपलब्ध छ । बसमा दुईवटा ह्वील चेयर अटाउने स्पेश छ । र, बसभित्र ह्वीलचियर अड्याएर सिटबेल्ट बाँधेर बस्न सकिन्छ । यी नयाँ बस झण्डै ११ मिटर लामा छन् । काठमाडौंका सडकमा यात्राका लागि यी बस सुविधाजनक, आकर्षक हुने मानिएको छ । भारतीय कम्पनी अशोक ले-ल्याण्डका सर्भिस म्यानेजर अनुपकुमार स्वाइँले साझाका नयाँ बस भारतीय सडकमा गुड्ने ठूला बसभन्दा पनि आकर्षक र यात्रुमैत्री रहेको अनलाइनखबरलाई बताए । मोबाइल चार्ज सुविधा बसको ढोका ड्राइभरले नै अटो खुल्ने लगाउने गर्न सक्छन् । यो बसमा ४ वटा भेन्टिलेटर दिइएको छ । यसले बसभित्र बस्दा यात्रुलाई अप्ठेरो महशुस हुने छैन । गाडीका विभिन्न भागमा मोबाइल चार्ज गर्ने सुविधा पनि दिइएको छ । अहिले चार्जिङ फेसिलिटी भएका एउटा पनि बस काठमाडौंभित्र गुड्दैनन् । बसमा ४० वटा सिट छन् । सीटहरु अन्य बसहरुको तुलनामा ठूला छन्, जसले अभिभावकसँग यात्रा गर्ने बालबालिकालाई सहज हुनेछ । बीचभागमा पर्याप्त स्पेशका साथै ३० वटा ह्यांगर छ, जसका कारण उँभिएर यात्रा गर्दा पनि कोचिएर बस्नु पर्नेछैन । साझाका नयाँ बसहरुमा मनोरञ्जनका लागि टिभी जडान गरिनेछ भने सुरक्षाका लागि सीसी क्यामरा पनि जोड्ने योजना रहेको साझा यातायातका निमित्त प्रमुख कार्यकारी अधिकृत महेन्द्रराज पाण्डेयले बताए । बसको इन्टिेरियर डिजाइनिङ पनि उत्कृष्ट भएकाले यसमा यात्रा गर्नेलाई मनोबैज्ञानिक आनन्द मिल्ने कम्पनीका इञ्जिनियर स्वाइँको दाबी छ । ‘नेपालमै पहिलोपटक यस्ता बस भित्रिएका छन् । यो सुविधा र सुरक्षामा अब्बल मात्रै छैन, यो यात्रुलाई बसभित्र कम्र्फट र साइकोलोजिकल वन्डरफूल फील दिन पनि सफल हुनेछ’ उनले भने । बसमा प्रयोग भएको ब्याट्रीलाई बाहिरी भागमा जडान गरिएकाले आगलागी लगायतका घटना भएमा यात्रुलाई सुरक्षित राख्न मद्दत गर्ने कम्पनीले बताएको छ । नयाँ रुटमा जाने, पुरानोमा थप्ने साझाले ०७० को वैशाखदेखि राजधानीमा १६ वटा बस सञ्चालन गरिरहेको छ । नयाँ आउने केही बसहरु अहिले चलिरहेका रुटमै थप गरिने छ भने केही नयाँ रुटमा पनि सञ्चालन गरिने साझाका निमित्त सीइओ पाण्डेयले बताए । ‘अहिलेकै रुटमा पनि बस संख्या कम छन् । त्यसमा आवश्यक थपेर अन्य रुटमा पनि पर्मिट लिने योजना छ,’ पाण्डेयले भने । भिडियो हेर्नुस् नयाँ बसलाई तिहार अघिसम्म सञ्चालन गर्ने साझाको लक्ष्य छ । पाण्डेयका अनुसार सबै बस आइसकेपछि रुट इजाजतको प्रक्रिया सुरु हूनेछ । रुट निर्धारण गर्दा सबैलाई सहज पार्ने गरी माग र यात्रको चापको अवस्था हेर्ने उनले बताए । अहिले नयाँ बसपार्कदेखि लगनखेलसम्म ६ वटा बस चलिरहेका छन् भने नयाँ बसपार्कदेखि त्रिभुवन विमानस्थलसम्म ४ वटा बसले सेवा दिइरहेका छन् । लगनखेलदेखि बुढानिलकण्ठसम्म ६ वटा बस सञ्चालनमा छन् ।",Economy,Automobiles,0.84203434,2806,469
